timestamp,speed,distance,direction
4.4634515000507236,0.0,0.0,0
4.529910400044173,0.0,0.0,0
4.582859800022561,0.0,0.0,0
4.6487171000335366,0.0,0.0,0
4.714219700021204,0.0,0.0,0
4.768227600026876,0.0,0.0,0
4.83169890003046,0.0,0.0,0
4.882738000014797,0.0,0.0,0
4.9329234000178985,0.0,0.0,0
4.997969000018202,0.0,0.0,0
5.049214099999517,0.0,0.0,0
5.102437400026247,0.0,0.0,0
5.164184500055853,0.0,0.0,0
5.214693500020076,0.0,0.0,0
5.280433000007179,0.0,0.0,0
5.335868200054392,0.0,0.0,0
5.399163800000679,0.0,0.0,0
5.45027300005313,0.0,0.0,0
5.515631400048733,0.0,0.0,0
5.567630100005772,0.0,0.0,0
5.632679200032726,0.0,0.0,0
5.697550200042315,0.0,0.0,0
5.764443700027186,0.0,0.0,0
5.81757400004426,0.0,0.0,0
5.883154400042258,0.0,0.0,0
5.949134300055448,0.0,0.0,0
6.001856500050053,0.0,0.0,0
6.067901300033554,0.0,0.0,0
6.132822800020222,0.0,0.0,0
6.199168700026348,0.0,0.0,0
6.2527130000526085,0.0,0.0,0
6.314467500022147,0.0,0.0,0
6.364601400040556,0.0,0.0,0
6.416366500023287,0.0,0.0,0
6.466444100020453,0.0,0.0,0
6.516721200023312,0.0,0.0,0
6.566726900055073,0.0,0.0,0
6.631660700018983,0.0,0.0,0
6.698283400037326,0.0,0.0,0
6.754506800032686,0.0,0.0,0
6.81475220003631,0.0,0.0,0
6.865336500050034,0.0,0.0,0
6.91953780001495,0.0,0.0,0
6.983181700052228,0.0,0.0,0
7.033949200005736,0.0,0.0,0
7.085335600015242,0.0,0.0,0
7.151249800052028,0.0,0.0,0
7.216309200040996,0.0,0.0,0
7.282144700002391,0.0,0.0,0
7.335349800006952,0.0,0.0,0
7.401395799999591,0.0,0.0,0
7.467596200003754,0.0,0.0,0
7.517635299998801,0.0,0.0,0
7.567873700056225,0.0,0.0,0
7.6185769000439905,0.0,0.0,0
7.684384000021964,0.0,0.0,0
7.735479800030589,0.0,0.0,0
7.801124500052538,0.0,0.0,0
7.851498700038064,0.0,0.0,0
7.90309050003998,0.0,0.0,0
7.9684099000296555,0.0,0.0,0
8.034732200030703,0.0,0.0,0
8.101200100034475,0.0,0.0,0
8.151497900020331,0.0,0.0,0
8.203853200015146,0.0,0.0,0
8.268317300011404,0.0,0.0,0
8.318601100007072,0.0,0.0,0
8.385160500009079,0.0,0.0,0
8.435961700044572,0.0,0.0,0
8.498221200017724,0.0,0.0,0
8.548738600045908,0.0,0.0,0
8.599368800001685,0.0,0.0,0
8.665196900023147,0.0,0.0,0
8.715697400039062,0.0,0.0,0
8.782673200010322,0.0,0.0,0
8.848657000053208,0.0,0.0,0
8.89929359999951,0.0,0.0,0
8.964978000032715,0.0,0.0,0
9.032221900008153,0.0,0.0,0
9.082350000040606,0.0,0.0,0
9.135469300032128,0.0,0.0,0
9.200167000002693,0.0,0.0,0
9.265121100004762,0.0,0.0,0
9.316663300036453,0.0,0.0,0
9.383384200045839,0.0,0.0,0
9.4498648000299,0.0,0.0,0
9.505348600039724,0.0,0.0,0
9.568206500029191,0.0,0.0,0
9.63453290000325,0.0,0.0,0
9.68583920004312,0.0,0.0,0
9.752197300025728,0.0,0.0,0
9.8032050000038,0.0,0.0,0
9.869587300054263,0.0,0.0,0
9.920102200005203,0.0,0.0,0
9.972177300020121,0.0,0.0,0
10.034056800010148,0.0,0.0,0
10.086925600015093,0.0,0.0,0
10.150965800043195,0.0,0.0,0
10.216618400008883,0.0,0.0,0
10.268106200033799,0.0,0.0,0
10.325558500015177,0.0,0.0,0
10.387648700037971,0.0,0.0,0
10.451670500042383,0.0,0.0,0
10.503401100053452,0.0,0.0,0
10.572459800052457,0.0,0.0,0
10.638362400000915,0.0,0.0,0
10.70496370003093,0.0,0.0,0
10.770995900034904,0.0,0.0,0
10.836455800046679,0.0,0.0,0
10.888848100032192,0.0,0.0,0
10.95416770002339,0.0,0.0,0
11.018318200018257,0.0,0.0,0
11.071274000045378,0.0,0.0,0
11.135481700010132,0.0,0.0,0
11.2018068000325,0.0,0.0,0
11.251920500013512,0.0,0.0,0
11.318247800052632,0.0,0.0,0
11.368662600056268,0.0,0.0,0
11.42169810004998,0.0,0.0,0
11.489524200034793,0.0,0.0,0
11.553794100007508,0.0,0.0,0
11.605704500048887,0.0,0.0,0
11.672624900005758,0.0,0.0,0
11.736948700039648,0.0,0.0,0
11.804261700017378,0.0,0.0,0
11.856080000055954,0.0,0.0,0
11.906536700029392,0.0,0.0,0
11.97230830002809,0.0,0.0,0
12.023988600005396,0.0,0.0,0
12.089295300014783,0.0,0.0,0
12.152957400016021,0.0,0.0,0
12.20481300004758,0.0,0.0,0
12.268493800016586,0.0,0.0,0
12.31922060000943,0.0,0.0,0
12.374413700017612,0.0,0.0,0
12.440054300008342,0.0,0.0,0
12.505480200052261,0.0,0.0,0
12.572099300043192,0.0,0.0,0
12.623376100033056,0.0,0.0,0
12.690213800000492,0.0,0.0,0
12.755507400026545,0.0,0.0,0
12.821813700022176,0.0,0.0,0
12.871906900021713,0.0,0.0,0
12.938799900002778,0.0,0.0,0
12.989342000044417,0.0,0.0,0
13.055204300035257,0.0,0.0,0
13.105390200042166,0.0,0.0,0
13.172182400012389,0.0,0.0,0
13.224360400054138,0.0,0.0,0
13.290120500023477,0.0,0.0,0
