thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp_start.started,nidaqTrigger.stopped,Protocol ID,Subject ID,Session ID,date,expName,psychopyVersion,frameRate,expStart,
,,0.019833200029097497,0.03454270004294813,0.03454270004294813,15.633033899939619,,,,,,,,,
