trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,Protocol ID,Subject ID,Session ID,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.02124149998417124,0.038094200019259006,0.038094200019259006,9.964158799964935,left,9.915631100011524,None,,,devJG,01,01,2024-07-16_15h50.23.777,Gratings_vis_devJG_v0.4,2024.1.5,None,2024-07-16 15h50.26.930984 -0400,
,,,,,,,,,,,,,9.96455929998774,,,,,,,,,,
