4.3434 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.3448 	INFO 	Loaded monitor calibration from ['2024_06_26 12:00']
4.4764 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001466B6DCA30>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001466B6DC9D0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001466B6DC820>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001466CAA1220>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.4764 	EXP 	window1: backgroundImage = ''
4.4764 	EXP 	window1: backgroundFit = 'none'
4.4765 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001466B6DCB50>
4.4766 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001466B6DCB50>
4.4779 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001466B6DCB50>
4.4782 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001466B6DCB50>
4.4808 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4817 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4825 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4834 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4843 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4849 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4857 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4866 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4871 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4877 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4885 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4893 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4901 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4910 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4918 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4928 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4937 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4944 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4950 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4959 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4966 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4969 	DEBUG 	Uploading Texture Font fontname to graphics card
4.4981 	DEBUG 	Upload of Texture Font fontname complete
4.4989 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001466B6DCB50>
4.4990 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001466B6DCB50>
4.4993 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001466B6DCB50>
4.4996 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001466B6DCB50>
4.5016 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5025 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5034 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5036 	DEBUG 	Uploading Texture Font fontname to graphics card
4.5043 	DEBUG 	Upload of Texture Font fontname complete
4.5053 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
4.5053 	EXP 	window1: recordFrameIntervals = False
4.6944 	EXP 	window1: recordFrameIntervals = True
4.9939 	EXP 	Screen (1) actual frame rate measured at 60.86Hz
4.9940 	EXP 	window1: recordFrameIntervals = False
4.9941 	EXP 	window1: mouseVisible = False
4.9946 	EXP 	window1: mouseVisible = False
4.9949 	EXP 	window1: mouseVisible = False
4.9959 	EXP 	window1: mouseVisible = False
4.9967 	EXP 	window1: mouseVisible = False
5.0016 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0029 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0046 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0065 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0082 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0101 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0114 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0131 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0149 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0166 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0170 	DEBUG 	Uploading Texture Font fontname to graphics card
5.0179 	DEBUG 	Upload of Texture Font fontname complete
5.0196 	EXP 	window1: mouseVisible = False
5.0197 	EXP 	window1: mouseVisible = False
5.0205 	EXP 	window1: mouseVisible = False
5.0212 	EXP 	window1: mouseVisible = False
5.0294 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
6.3011 	INFO 	keyboard.Keyboard is using iohub backend.
6.3012 	INFO 	keyboard.Keyboard is using iohub backend.
6.3012 	EXP 	Gratings_vis_devJG_v0.4: status = STARTED
6.3014 	EXP 	window1: mouseVisible = False
