thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,Protocol ID,Subject ID,Session ID,date,expName,psychopyVersion,frameRate,expStart,
,,0.011365599988494068,0.02602589997695759,0.02602589997695759,,,,,,,,,
