trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,Protocol ID,Subject ID,Session ID,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.022213500051293522,0.03801700001349673,0.03801700001349673,40.1569496000302,left,40.11636799998814,None,,,devJG,01,01,2024-07-16_16h27.53.642,Gratings_vis_devJG_v0.4,2024.1.5,None,2024-07-16 16h27.56.838774 -0400,
,,,,40.17317920003552,,,,,,,,,40.15745200001402,40.17317920003552,,,,,,,,,
