thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,Protocol ID,Subject ID,Session ID,date,expName,psychopyVersion,frameRate,expStart,
,,0.017168499995023012,0.03476730000693351,0.03476730000693351,,,,,,,,,
