5.1992 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
5.2003 	INFO 	Loaded monitor calibration from ['2024_06_26 12:00']
5.3463 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B840DAA9D0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B840DAA970>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B840DAA7C0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002B8421321C0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.3463 	EXP 	window1: backgroundImage = ''
5.3463 	EXP 	window1: backgroundFit = 'none'
5.3465 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002B840DAAAF0>
5.3466 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002B840DAAAF0>
5.3479 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002B840DAAAF0>
5.3482 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002B840DAAAF0>
5.3508 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3517 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3526 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3535 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3544 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3551 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3558 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3567 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3573 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
