thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp_start.started,nidaqTrigger.stopped,Protocol ID,Subject ID,Session ID,date,expName,psychopyVersion,frameRate,expStart,
,,0.027491900022141635,0.03971200005616993,0.03971200005616993,3.989919399959035,,,,,,,,,
