trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,display_gratings.stopped,encoder_data,Protocol ID,Subject ID,Session ID,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.007930900028441101,0.022725700051523745,0.022725700051523745,18.49238090001745,left,18.460643200029153,None,,,,,,devJG,01,01,2024-07-16_16h29.08.481,Gratings_vis_devJG_v0.4,2024.1.5,None,2024-07-16 16h29.11.883164 -0400,
0,0,0,0,18.506545300013386,,,,,,,,,18.49289970000973,18.506545300013386,21.52453830000013,23.493283800024074,"     timestamp  speed  distance direction
0    18.493049    0.0       0.0         0
1    18.509091    0.0       0.0         0
2    18.532242    0.0       0.0         0
3    18.539058    0.0       0.0         0
4    18.556389    0.0       0.0         0
..         ...    ...       ...       ...
290  23.409942    0.0       0.0         0
291  23.426676    0.0       0.0         0
292  23.443235    0.0       0.0         0
293  23.460057    0.0       0.0         0
294  23.476682    0.0       0.0         0

[295 rows x 4 columns]",devJG,01,01,2024-07-16_16h29.08.481,Gratings_vis_devJG_v0.4,2024.1.5,None,2024-07-16 16h29.11.883164 -0400,
1,0,1,0,23.50812750001205,,,,,,,,,23.49344500002917,23.50812750001205,26.495206500054337,28.498805600043852,"     timestamp  speed  distance direction
0    18.493049    0.0  0.000000         0
1    18.509091    0.0  0.000000         0
2    18.532242    0.0  0.000000         0
3    18.539058    0.0  0.000000         0
4    18.556389    0.0  0.000000         0
..         ...    ...       ...       ...
590  28.415347    0.0  0.001257         0
591  28.432582    0.0  0.001257         0
592  28.449747    0.0  0.001257         0
593  28.465530    0.0  0.001257         0
594  28.482248    0.0  0.001257         0

[595 rows x 4 columns]",devJG,01,01,2024-07-16_16h29.08.481,Gratings_vis_devJG_v0.4,2024.1.5,None,2024-07-16 16h29.11.883164 -0400,
2,0,2,0,28.512453600007575,,,,,,,,,28.499093000020366,28.512453600007575,31.49941490002675,33.5365376000409,"     timestamp      speed   distance direction
0    18.493049   0.000000   0.000000         0
1    18.509091   0.000000   0.000000         0
2    18.532242   0.000000   0.000000         0
3    18.539058   0.000000   0.000000         0
4    18.556389   0.000000   0.000000         0
..         ...        ...        ...       ...
830  33.238139  -7.920247 -16.426170         2
831  33.287975  -7.539346 -16.801905         2
832  33.341794 -16.589762 -17.694748         2
833  33.441852  -3.472595 -18.042209         2
834  33.490636  -7.006592 -18.384015         2

[835 rows x 4 columns]",devJG,01,01,2024-07-16_16h29.08.481,Gratings_vis_devJG_v0.4,2024.1.5,None,2024-07-16 16h29.11.883164 -0400,
