thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp_start.started,nidaqTrigger.stopped,Protocol ID,Subject ID,Session ID,date,expName,psychopyVersion,frameRate,expStart,
,,0.02748659998178482,0.04303479997906834,0.04303479997906834,10.909365799976513,,,,,,,,,
