thisRow.t,notes,buildGratings.started,buildGratings.stopped,grating_angle.expStartVal,nidaqTrigger.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.009100500028580427,0.009331299923360348,0,,637652,001,2024-06-26_16h38.26.229,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-26 16h38.30.417518 -0400,
,,,,,0.00934739992953837,,,,,,,,
