thisRow.t,notes,buildGratings.started,buildGratings.stopped,grating_angle.expStartVal,nidaqTrigger.started,text_waiting_message.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.013283099979162216,0.013531599892303348,0,,,961082,001,2024-06-26_16h47.20.711,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-26 16h47.24.865938 -0400,
,,,,,0.013547600014135242,,,,,,,,,
