9.2892 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
9.2904 	INFO 	Loaded monitor calibration from ['2024_06_26 12:00']
9.4618 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001DF0498F8E0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001DF0498F880>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001DF0498F6D0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001DF0CC1C580>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.4619 	EXP 	window1: backgroundImage = ''
9.4619 	EXP 	window1: backgroundFit = 'none'
9.4620 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001DF0498FA00>
9.4621 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001DF0498FA00>
9.4632 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001DF0498FA00>
9.4635 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001DF0498FA00>
9.4662 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4670 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4678 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4688 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4697 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4704 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4712 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4721 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4726 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4732 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4740 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4748 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4756 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4763 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4772 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4781 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4790 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4797 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4804 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4813 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4819 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4823 	DEBUG 	Uploading Texture Font fontname to graphics card
9.4833 	DEBUG 	Upload of Texture Font fontname complete
9.4841 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001DF0498FA00>
9.4842 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001DF0498FA00>
9.4845 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001DF0498FA00>
9.4848 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001DF0498FA00>
9.4878 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4887 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4896 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4898 	DEBUG 	Uploading Texture Font fontname to graphics card
9.4908 	DEBUG 	Upload of Texture Font fontname complete
9.4918 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
9.4918 	EXP 	window1: recordFrameIntervals = False
9.6903 	EXP 	window1: recordFrameIntervals = True
9.8719 	EXP 	Screen (1) actual frame rate measured at 60.05Hz
9.8719 	EXP 	window1: recordFrameIntervals = False
9.8719 	EXP 	window1: mouseVisible = False
9.8721 	EXP 	window1: mouseVisible = False
9.8722 	EXP 	window1: mouseVisible = False
9.8726 	EXP 	window1: mouseVisible = False
9.8729 	EXP 	window1: mouseVisible = False
9.8752 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8759 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8768 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8777 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8786 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8796 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8802 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8811 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8820 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
