trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,buildGratings.started,buildGratings.stopped,grating_angle.expStartVal,display_gratings.started,stim_grating.started,stim_grating.stopped,stim_grayScreen.started,stim_grayScreen.stopped,display_gratings.stopped,grating_angle.endExpVal,participant,session,date,expName,psychopyVersion,frameRate,expStart,
95,0,95,0,475.6378215999939,,,,,475.6222675999961,475.6378215999939,477.6382644999976,477.6382644999976,480.64165859999775,480.62544969999726,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
96,0,96,0,480.64165859999775,,,,,480.62571809999645,480.64165859999775,482.6423070999954,482.6423070999954,485.64556539999467,485.6291809999966,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
97,0,97,0,485.64556539999467,,,,,485.62945000000036,485.64556539999467,487.646338999999,487.646338999999,490.64957239999785,490.63243419999344,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
98,0,98,0,490.64957239999785,,,,,490.63270199999533,490.64957239999785,492.65041219999694,492.65041219999694,495.65403069999593,495.6377433999951,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
99,0,99,0,495.65403069999593,,,,,495.63801519999834,495.65403069999593,497.65445329999784,497.65445329999784,500.65776319999713,500.6415765999991,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
100,0,100,0,500.65776319999713,,,,,500.64185119999456,500.65776319999713,502.6583354999966,502.6583354999966,505.66187669999636,505.6456379999945,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
101,0,101,0,505.66187669999636,,,,,505.6459077999971,505.66187669999636,507.6625703999962,507.6625703999962,510.6658590999941,510.6494787999982,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
102,0,102,0,510.6658590999941,,,,,510.64974660000007,510.6658590999941,512.6665207999977,512.6665207999977,515.6702575999952,515.6530794999999,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
103,0,103,0,515.6702575999952,,,,,515.6533538999938,515.6702575999952,517.6707629999946,517.6707629999946,520.6739291999984,520.6575707999946,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
104,0,104,0,520.6739291999984,,,,,520.6578437999997,520.6739291999984,522.6746776999935,522.6746776999935,525.6780871999945,525.6613842000006,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
105,0,105,0,525.6780871999945,,,,,525.6616534999994,525.6780871999945,527.6787425000002,527.6787425000002,530.6823388999983,530.6658341000002,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
106,0,106,0,530.6823388999983,,,,,530.6661032999982,530.6823388999983,532.6828064000001,532.6828064000001,535.6863199,535.6691269999938,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
107,0,107,0,535.6863199,,,,,535.6693962999998,535.6863199,537.6869664999977,537.6869664999977,540.6901863999956,540.6730637000001,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
108,0,108,0,540.6901863999956,,,,,540.6733280999979,540.6901863999956,542.6907300999956,542.6907300999956,545.6941788999975,545.6778034999952,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
109,0,109,0,545.6941788999975,,,,,545.678081399994,545.6941788999975,547.6949924,547.6949924,550.6981100999983,550.6820783999938,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
110,0,110,0,550.6981100999983,,,,,550.6823874999973,550.6981100999983,552.6988431999998,552.6988431999998,555.7025737000004,555.6851820999946,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
111,0,111,0,555.7025737000004,,,,,555.6854558999985,555.7025737000004,557.7031277999995,557.7031277999995,560.7062009999936,560.6911456999951,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
112,0,112,0,560.7062009999936,,,,,560.6914121999944,560.7062009999936,562.706929299995,562.706929299995,565.7102947999956,565.6941847999988,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
113,0,113,0,565.7102947999956,,,,,565.6944533999995,565.7102947999956,567.7110207000005,567.7110207000005,570.7144645999942,570.6989180999954,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
114,0,114,0,570.7144645999942,,,,,570.699191599997,570.7144645999942,572.7151506999944,572.7151506999944,575.7186434999967,575.7015501999995,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
115,0,115,0,575.7186434999967,,,,,575.7018179000006,575.7186434999967,577.7198925999983,577.7198925999983,580.7224037999986,580.7070355999967,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
116,0,116,0,580.7224037999986,,,,,580.7074264999974,580.7224037999986,582.7231329999995,582.7231329999995,585.7266219999947,585.7095819999959,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
117,0,117,0,585.7266219999947,,,,,585.7098513999954,585.7266219999947,587.7273569999961,587.7273569999961,590.7309186999992,590.7155349999957,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
118,0,118,0,590.7309186999992,,,,,590.716081999999,590.7309186999992,592.7646985999963,592.7646985999963,595.7681817999983,595.7510602999973,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
119,0,119,0,595.7681817999983,,,,,595.7513230999975,595.7681817999983,597.7689098999981,597.7689098999981,600.7720859999972,600.7558348999955,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
120,0,120,0,600.7720859999972,,,,,600.7561088999937,600.7720859999972,602.7728018999987,602.7728018999987,605.7761481999987,605.7599927999981,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
121,0,121,0,605.7761481999987,,,,,605.7605416999941,605.7761481999987,607.7768982999987,607.7768982999987,610.7801827000003,610.7631855,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
122,0,122,0,610.7801827000003,,,,,610.7634600999954,610.7801827000003,612.7808906999999,612.7808906999999,615.7843374000004,615.7672112999935,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
123,0,123,0,615.7843374000004,,,,,615.7674813999984,615.7843374000004,617.785240499994,617.785240499994,620.7883574999942,620.7707227999999,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
124,0,124,0,620.7883574999942,,,,,620.7709927999967,620.7883574999942,622.7889980999971,622.7889980999971,625.7923754999938,625.7752693999937,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
125,0,125,0,625.7923754999938,,,,,625.7755394999986,625.7923754999938,627.7928472999993,627.7928472999993,630.796199599994,630.7793057999952,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
126,0,126,0,630.796199599994,,,,,630.7795853999996,630.796199599994,632.7971638999952,632.7971638999952,635.8005200999978,635.7837268999938,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
127,0,127,0,635.8005200999978,,,,,635.7839985999963,635.8005200999978,637.8012450999959,637.8012450999959,640.803433699999,640.7874278999952,,855682,001,2024-06-28_12h31.53.487,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 12h31.57.802627 -0400,
,,,,,,,,,,,,,,,40,,,,,,,,
