trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,text_waiting_message.stopped,nidaqTrigger.stopped,display_gratings.started,stim_grayScreen.started,stim_grating.started,display_gratings.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
113,0,113,0,592.0748843000038,,,,,,592.0602917000069,592.0748843000038,595.0616425999906,597.0640067000058,188769,001,2024-07-03_20h11.03.127,Gratings_vis_stim_devJG_v0.3,2024.1.5,None,2024-07-03 20h11.10.786840 -0400,
114,0,114,0,597.0788212000043,,,,,,597.064260300016,597.0788212000043,600.065632700047,602.0516052000457,188769,001,2024-07-03_20h11.03.127,Gratings_vis_stim_devJG_v0.3,2024.1.5,None,2024-07-03 20h11.10.786840 -0400,
115,0,115,0,602.0661243000068,,,,,,602.0518725000438,602.0661243000068,605.0528331000241,607.055136000039,188769,001,2024-07-03_20h11.03.127,Gratings_vis_stim_devJG_v0.3,2024.1.5,None,2024-07-03 20h11.10.786840 -0400,
116,0,116,0,607.0699943000218,,,,,,607.0553939000238,607.0699943000218,610.0566973999958,612.0597547999932,188769,001,2024-07-03_20h11.03.127,Gratings_vis_stim_devJG_v0.3,2024.1.5,None,2024-07-03 20h11.10.786840 -0400,
117,0,117,0,612.0741642999928,,,,,,612.0603312000167,612.0741642999928,615.0609661000199,617.0635449000401,188769,001,2024-07-03_20h11.03.127,Gratings_vis_stim_devJG_v0.3,2024.1.5,None,2024-07-03 20h11.10.786840 -0400,
118,0,118,0,617.0783131000353,,,,,,617.0638039000332,617.0783131000353,620.0651655000402,622.0678509999998,188769,001,2024-07-03_20h11.03.127,Gratings_vis_stim_devJG_v0.3,2024.1.5,None,2024-07-03 20h11.10.786840 -0400,
119,0,119,0,622.0824795000372,,,,,,622.0681103999959,622.0824795000372,625.0522018999909,627.0550442000385,188769,001,2024-07-03_20h11.03.127,Gratings_vis_stim_devJG_v0.3,2024.1.5,None,2024-07-03 20h11.10.786840 -0400,
120,0,120,0,627.0697053000331,,,,,,627.0555955000455,627.0697053000331,630.0563967000344,632.0590629000217,188769,001,2024-07-03_20h11.03.127,Gratings_vis_stim_devJG_v0.3,2024.1.5,None,2024-07-03 20h11.10.786840 -0400,
121,0,121,0,632.0738445000025,,,,,,632.0593718000455,632.0738445000025,635.0607616000343,637.0634134000284,188769,001,2024-07-03_20h11.03.127,Gratings_vis_stim_devJG_v0.3,2024.1.5,None,2024-07-03 20h11.10.786840 -0400,
122,0,122,0,637.0778432000079,,,,,,637.0636802000226,637.0778432000079,640.0646140000317,642.0673142000451,188769,001,2024-07-03_20h11.03.127,Gratings_vis_stim_devJG_v0.3,2024.1.5,None,2024-07-03 20h11.10.786840 -0400,
123,0,123,0,642.0819586000289,,,,,,642.0675688000047,642.0819586000289,645.0519287000061,647.0542331000324,188769,001,2024-07-03_20h11.03.127,Gratings_vis_stim_devJG_v0.3,2024.1.5,None,2024-07-03 20h11.10.786840 -0400,
124,0,124,0,647.0690143000102,,,,,,647.0544930000324,647.0690143000102,650.0558186999988,652.0584826000268,188769,001,2024-07-03_20h11.03.127,Gratings_vis_stim_devJG_v0.3,2024.1.5,None,2024-07-03 20h11.10.786840 -0400,
125,0,125,0,652.07320600003,,,,,,652.0587399000069,652.07320600003,655.060177300009,657.062550600036,188769,001,2024-07-03_20h11.03.127,Gratings_vis_stim_devJG_v0.3,2024.1.5,None,2024-07-03 20h11.10.786840 -0400,
126,0,126,0,657.0773564000265,,,,,,657.0628054999979,657.0773564000265,660.0639139999985,662.0669170000474,188769,001,2024-07-03_20h11.03.127,Gratings_vis_stim_devJG_v0.3,2024.1.5,None,2024-07-03 20h11.10.786840 -0400,
127,0,127,0,662.0814723999938,,,,,,662.0671743000275,662.0814723999938,665.0514307999983,667.0538856000057,188769,001,2024-07-03_20h11.03.127,Gratings_vis_stim_devJG_v0.3,2024.1.5,None,2024-07-03 20h11.10.786840 -0400,
