6.6221 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
6.6233 	INFO 	Loaded monitor calibration from ['2024_06_26 12:00']
6.7743 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002D33F7C9880>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002D33F7C9820>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002D33F7C9670>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002D346BB4910>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.7743 	EXP 	window1: backgroundImage = ''
6.7743 	EXP 	window1: backgroundFit = 'none'
6.7744 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002D33F7C99A0>
6.7745 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002D33F7C99A0>
6.7757 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002D33F7C99A0>
6.7760 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002D33F7C99A0>
6.7787 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7796 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7805 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7814 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7823 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7830 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7839 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7848 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7854 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7859 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7867 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7875 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7882 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7891 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7899 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7908 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7916 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7922 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7929 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7938 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7944 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7947 	DEBUG 	Uploading Texture Font fontname to graphics card
6.7972 	DEBUG 	Upload of Texture Font fontname complete
6.7981 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002D33F7C99A0>
6.7981 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002D33F7C99A0>
6.7985 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002D33F7C99A0>
6.7988 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002D33F7C99A0>
6.8010 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8019 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
