trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,buildGratings.started,buildGratings.stopped,grating_angle.expStartVal,display_gratings.started,stim_grating.started,stim_grating.stopped,stim_grayScreen.started,stim_grayScreen.stopped,display_gratings.stopped,grating_angle.endExpVal,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.020483799977228045,0.02069799997843802,0,,,,,,,,245428,001,2024-06-27_19h17.09.357,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-27 19h17.13.991497 -0400,
0,0,0,0,0.03768399986438453,,,,,0.021017299965023994,0.03768399986438453,1.7044835998676717,1.7044835998676717,3.3734093999955803,3.3573761000297964,,245428,001,2024-06-27_19h17.09.357,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-27 19h17.13.991497 -0400,
1,0,1,0,3.3734093999955803,,,,,3.357542699901387,3.3734093999955803,5.040504900040105,5.040504900040105,6.709421999985352,6.693147599929944,,245428,001,2024-06-27_19h17.09.357,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-27 19h17.13.991497 -0400,
2,0,2,0,6.709421999985352,,,,,6.693284299923107,6.709421999985352,8.376496899873018,8.376496899873018,10.045281799975783,10.029003599891439,,245428,001,2024-06-27_19h17.09.357,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-27 19h17.13.991497 -0400,
3,0,3,0,10.045281799975783,,,,,10.029166499851272,10.045281799975783,11.71233500004746,11.71233500004746,13.381529399892315,13.365207300055772,,245428,001,2024-06-27_19h17.09.357,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-27 19h17.13.991497 -0400,
4,0,4,0,13.381529399892315,,,,,13.365367599995807,13.381529399892315,15.048638500040397,15.048638500040397,16.716602199943736,16.70127770002,,245428,001,2024-06-27_19h17.09.357,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-27 19h17.13.991497 -0400,
,,,,,,,,,,,,,,,70,,,,,,,,
