5.6026 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
5.6037 	INFO 	Loaded monitor calibration from ['2024_06_26 12:00']
5.8027 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F5A59918B0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F5A5991850>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F5A59916A0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F5A7BD5970>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.8027 	EXP 	window1: backgroundImage = ''
5.8027 	EXP 	window1: backgroundFit = 'none'
5.8028 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F5A59919D0>
5.8030 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F5A59919D0>
5.8042 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F5A59919D0>
5.8045 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F5A59919D0>
5.8073 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8081 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8090 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8099 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8107 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8114 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8122 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8131 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8138 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8144 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8152 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8161 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8169 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8177 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8186 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8194 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8202 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8209 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8216 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8225 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8232 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8235 	DEBUG 	Uploading Texture Font fontname to graphics card
5.8248 	DEBUG 	Upload of Texture Font fontname complete
5.8256 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F5A59919D0>
5.8257 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F5A59919D0>
5.8260 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F5A59919D0>
5.8263 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F5A59919D0>
5.8284 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8294 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8303 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8305 	DEBUG 	Uploading Texture Font fontname to graphics card
5.8314 	DEBUG 	Upload of Texture Font fontname complete
5.8324 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
5.8324 	EXP 	window1: recordFrameIntervals = False
6.0332 	EXP 	window1: recordFrameIntervals = True
6.2181 	EXP 	Screen (1) actual frame rate measured at 59.48Hz
6.2181 	EXP 	window1: recordFrameIntervals = False
6.2182 	EXP 	window1: mouseVisible = False
6.2186 	EXP 	window1: mouseVisible = False
6.2188 	EXP 	window1: mouseVisible = False
6.2196 	EXP 	window1: mouseVisible = False
6.2203 	EXP 	window1: mouseVisible = False
6.2252 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2265 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2282 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2304 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2327 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2347 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2361 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2378 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2397 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2415 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2419 	DEBUG 	Uploading Texture Font fontname to graphics card
6.2427 	DEBUG 	Upload of Texture Font fontname complete
6.2446 	EXP 	window1: mouseVisible = False
6.2447 	EXP 	window1: mouseVisible = False
6.2455 	EXP 	window1: mouseVisible = False
6.2462 	EXP 	window1: mouseVisible = False
6.2612 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
8.4588 	INFO 	keyboard.Keyboard is using iohub backend.
8.4589 	EXP 	Gratings_vis_stim_devJG_v0.3: status = STARTED
8.4590 	EXP 	window1: mouseVisible = False
8.4613 	EXP 	Created stim_grating = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, interpolate=True, mask=None, maskParams=None, name='stim_grating', opacity=1.0, ori=1.0, phase=array([1., 1.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([4., 4.]), size=array([2., 2.]), tex='sin', texRes=512.0, units='height', win=Window(...))
8.4617 	EXP 	window1: mouseVisible = False
8.4639 	EXP 	Created stim_grayScreen = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([0., 0., 0.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='stim_grayScreen', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
0.0069 	DATA 	Keypress: lshift
0.0071 	DATA 	Keypress: lwindows
0.0084 	DATA 	Keypress: left
0.0279 	EXP 	Created sequence: sequential, trialTypes=1, nReps=128, seed=None
