thisRow.t,notes,buildGratings.started,buildGratings.stopped,grating_angle.expStartVal,nidaqTrigger.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014761500060558319,0.014997499994933605,0,,141436,001,2024-06-27_13h57.12.632,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-27 13h57.17.519012 -0400,
,,,,,0.015015200013294816,,,,,,,,
