trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,buildGratings.started,buildGratings.stopped,grating_angle.expStartVal,display_gratings.started,stim_grating.started,stim_grayScreen.started,stim_grating.stopped,stim_grayScreen.stopped,display_gratings.stopped,grating_angle.endExpVal,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.015815800055861473,0.016012100037187338,0,,,,,,,,301601,001,2024-06-26_17h04.49.918,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-26 17h04.54.179060 -0400,
0,0,0,0,0.033243900164961815,,,,,0.016300100134685636,0.033243900164961815,0.033243900164961815,0.36656150012277067,0.36656150012277067,0.3512303000316024,,301601,001,2024-06-26_17h04.49.918,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-26 17h04.54.179060 -0400,
1,0,1,0,0.36656150012277067,,,,,0.3513958000112325,0.36656150012277067,0.36656150012277067,0.7001708000898361,0.7001708000898361,0.6848611000459641,,301601,001,2024-06-26_17h04.49.918,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-26 17h04.54.179060 -0400,
2,0,2,0,0.7001708000898361,,,,,0.6850145000498742,0.7001708000898361,0.7001708000898361,1.0337547999806702,1.0337547999806702,1.0183854000642896,,301601,001,2024-06-26_17h04.49.918,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-26 17h04.54.179060 -0400,
3,0,3,0,1.0337547999806702,,,,,1.0185223000589758,1.0337547999806702,1.0337547999806702,1.3673863001167774,1.3673863001167774,1.3520009000785649,,301601,001,2024-06-26_17h04.49.918,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-26 17h04.54.179060 -0400,
4,0,4,0,1.3673863001167774,,,,,1.3521301001310349,1.3673863001167774,1.3673863001167774,1.7005168001633137,1.7005168001633137,1.6857192001771182,,301601,001,2024-06-26_17h04.49.918,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-26 17h04.54.179060 -0400,
,,,,,,,,,,,,,,,1,,,,,,,,
