5.5156 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
5.5167 	INFO 	Loaded monitor calibration from ['2024_06_26 12:00']
5.6878 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000219DD26E7F0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000219DD26E790>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000219DD26E5E0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000219E5257880>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.6878 	EXP 	window1: backgroundImage = ''
5.6878 	EXP 	window1: backgroundFit = 'none'
5.6879 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000219DD26E910>
5.6880 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000219DD26E910>
5.6895 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000219DD26E910>
5.6899 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000219DD26E910>
5.6936 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6945 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6954 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6965 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6974 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6982 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6993 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7003 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7010 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7017 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7026 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7034 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7043 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7051 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7059 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7068 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
