trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,display_gratings.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.014362499990966171,,,,,,,,
