thisRow.t,notes,buildGratings.started,buildGratings.stopped,grating_angle.expStartVal,nidaqTrigger.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00862729991786182,0.008856999920681119,0,,882026,001,2024-06-26_16h45.24.625,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-26 16h45.28.888503 -0400,
,,,,,0.008873899932950735,,,,,,,,
