thisRow.t,notes,buildGratings.started,buildGratings.stopped,grating_angle.expStartVal,nidaqTrigger.started,text_waiting_message.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.011150699807330966,0.011362799908965826,0,,,626232,001,2024-06-28_00h13.07.419,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-28 00h13.11.799740 -0400,
,,,,,0.011376099893823266,,,,,,,,,
