thisRow.t,notes,buildGratings.started,buildGratings.stopped,grating_angle.expStartVal,nidaqTrigger.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010817100061103702,0.011046100175008178,0,,259511,001,2024-06-26_16h39.24.157,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-26 16h39.28.598490 -0400,
,,,,,0.011059300042688847,,,,,,,,
