6.0080 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
6.0092 	INFO 	Loaded monitor calibration from ['2024_06_26 12:00']
6.1680 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000025918FFB7F0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000025918FFB790>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000025918FFB5E0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002591B8598B0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.1680 	EXP 	window1: backgroundImage = ''
6.1680 	EXP 	window1: backgroundFit = 'none'
6.1681 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025918FFB910>
6.1682 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025918FFB910>
6.1694 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025918FFB910>
6.1697 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025918FFB910>
6.1724 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1732 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1741 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1750 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1758 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1765 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1773 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1782 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1788 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1794 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1801 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1809 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1817 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1824 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1832 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1839 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1847 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1854 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1860 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1870 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1877 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.1880 	DEBUG 	Uploading Texture Font fontname to graphics card
6.1904 	DEBUG 	Upload of Texture Font fontname complete
6.1913 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025918FFB910>
6.1915 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025918FFB910>
6.1918 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025918FFB910>
6.1922 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025918FFB910>
