thisRow.t,notes,buildGratings.started,buildGratings.stopped,grating_angle.expStartVal,nidaqTrigger.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.013304100139066577,0.013507500058040023,0,,796444,001,2024-06-26_16h43.23.786,Gratings_vis_stim_devJG_v0.2,2024.1.5,None,2024-06-26 16h43.28.074446 -0400,
,,,,,0.013519699918106198,,,,,,,,
